pmid	annotator	subject_start_idx	subject_end_idx	subject_location	subject_text_span	subject_label	subject_uri	predicate	object_start_idx	object_end_idx	object_location	object_text_span	object_label	object_uri
34970638	expert_5	92	105	title	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	30	55	title	depression-like phenotypes	DDF	http://purl.obolibrary.org/obo/NCIT_C124639
34970638	expert_5	92	105	title	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	located in	60	63	title	mice	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	26	39	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	45	54	abstract	depression	DDF	http://purl.obolibrary.org/obo/NCIT_C124639
34970638	expert_5	87	100	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	located in	121	131	abstract	individuals	human	https://uts.nlm.nih.gov/uts/umls/concept/C0237401
34970638	expert_5	138	147	abstract	depression	DDF	http://purl.obolibrary.org/obo/NCIT_C124639	target	121	131	abstract	individuals	human	https://uts.nlm.nih.gov/uts/umls/concept/C0237401
34970638	expert_5	272	293	abstract	Adolescent female mice	animal	http://purl.obolibrary.org/obo/NCIT_C45247	used by	725	757	abstract	Enzyme-linked immunosorbent assay	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C0014441
34970638	expert_5	272	293	abstract	Adolescent female mice	animal	http://purl.obolibrary.org/obo/NCIT_C45247	used by	760	764	abstract	ELISA	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C0014441
34970638	expert_5	272	293	abstract	Adolescent female mice	animal	http://purl.obolibrary.org/obo/NCIT_C45247	used by	950	961	abstract	western blot	biomedical technique	http://purl.obolibrary.org/obo/NCBITaxon_37704
34970638	expert_5	272	293	abstract	Adolescent female mice	animal	http://purl.obolibrary.org/obo/NCIT_C45247	used by	1010	1029	abstract	sequencing 16S rDNAs	biomedical technique	https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/16sRrnaSequencing
34970638	expert_5	322	340	abstract	control (CON) group	animal	http://purl.obolibrary.org/obo/NCIT_C28143	used by	725	757	abstract	Enzyme-linked immunosorbent assay	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C0014441
34970638	expert_5	322	340	abstract	control (CON) group	animal	http://purl.obolibrary.org/obo/NCIT_C28143	used by	760	764	abstract	ELISA	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C0014441
34970638	expert_5	322	340	abstract	control (CON) group	animal	http://purl.obolibrary.org/obo/NCIT_C28143	used by	950	961	abstract	western blot	biomedical technique	http://purl.obolibrary.org/obo/NCBITaxon_37704
34970638	expert_5	322	340	abstract	control (CON) group	animal	http://purl.obolibrary.org/obo/NCIT_C28143	used by	1010	1029	abstract	sequencing 16S rDNAs	biomedical technique	https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/16sRrnaSequencing
34970638	expert_5	369	392	abstract	mild stress (CUMS) group	animal	http://purl.obolibrary.org/obo/NCIT_C45247	used by	725	757	abstract	Enzyme-linked immunosorbent assay	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C0014441
34970638	expert_5	369	392	abstract	mild stress (CUMS) group	animal	http://purl.obolibrary.org/obo/NCIT_C45247	used by	760	764	abstract	ELISA	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C0014441
34970638	expert_5	369	392	abstract	mild stress (CUMS) group	animal	http://purl.obolibrary.org/obo/NCIT_C45247	used by	950	961	abstract	western blot	biomedical technique	http://purl.obolibrary.org/obo/NCBITaxon_37704
34970638	expert_5	369	392	abstract	mild stress (CUMS) group	animal	http://purl.obolibrary.org/obo/NCIT_C45247	used by	1010	1029	abstract	sequencing 16S rDNAs	biomedical technique	https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/16sRrnaSequencing
34970638	expert_5	405	429	abstract	dexamethasone (DEX) group	animal	http://purl.obolibrary.org/obo/NCIT_C14182	used by	725	757	abstract	Enzyme-linked immunosorbent assay	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C0014441
34970638	expert_5	405	429	abstract	dexamethasone (DEX) group	animal	http://purl.obolibrary.org/obo/NCIT_C14182	used by	760	764	abstract	ELISA	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C0014441
34970638	expert_5	405	429	abstract	dexamethasone (DEX) group	animal	http://purl.obolibrary.org/obo/NCIT_C14182	used by	950	961	abstract	western blot	biomedical technique	http://purl.obolibrary.org/obo/NCBITaxon_37704
34970638	expert_5	405	429	abstract	dexamethasone (DEX) group	animal	http://purl.obolibrary.org/obo/NCIT_C14182	used by	1010	1029	abstract	sequencing 16S rDNAs	biomedical technique	https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/16sRrnaSequencing
34970638	expert_5	504	506	abstract	DEX	drug	http://purl.obolibrary.org/obo/CHEBI_41879	administered	451	459	abstract	DEX group	animal	http://purl.obolibrary.org/obo/NCIT_C14182
34970638	expert_5	568	574	abstract	solvent	chemical	http://purl.obolibrary.org/obo/CHEBI_46787	located in	529	536	abstract	CON mice	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1070	1102	abstract	severe depression-like behaviours	DDF	http://purl.obolibrary.org/obo/NCIT_C124639	target	1040	1058	abstract	CUMS and DEX groups	animal	http://purl.obolibrary.org/obo/NCIT_C14182
34970638	expert_5	1204	1217	abstract	Prevotellaceae	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_171552	located in	1312	1321	abstract	CUMS group	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1223	1235	abstract	Desulfovibrio	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_872	located in	1312	1321	abstract	CUMS group	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1260	1266	abstract	Bacilli	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_286436	located in	1312	1321	abstract	CUMS group	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1379	1395	abstract	Clostridium XVIII	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_394947	located in	1324	1339	abstract	DEX-treated mice	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1412	1419	abstract	occludin	chemical	https://uts.nlm.nih.gov/uts/umls/concept/C0250400	located in	1440	1455	abstract	DEX-treated mice	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1566	1569	abstract	CORT	chemical	http://purl.obolibrary.org/obo/CHEBI_16827	located in	1516	1531	abstract	DEX-treated mice	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1575	1579	abstract	IL-1β	chemical	https://uts.nlm.nih.gov/uts/umls/concept/C1708430	located in	1516	1531	abstract	DEX-treated mice	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1659	1663	abstract	IL-1β	chemical	https://uts.nlm.nih.gov/uts/umls/concept/C1708430	located in	1618	1636	abstract	DEX and CUMS groups	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1693	1723	abstract	glial fibrillary acidic protein	chemical	http://purl.obolibrary.org/obo/NCIT_C68804	located in	1618	1636	abstract	DEX and CUMS groups	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1726	1729	abstract	GFAP	chemical	http://purl.obolibrary.org/obo/NCIT_C68804	located in	1618	1636	abstract	DEX and CUMS groups	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1733	1738	abstract	Nestin	chemical	http://purl.obolibrary.org/obo/NCIT_C104562	located in	1618	1636	abstract	DEX and CUMS groups	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1741	1750	abstract	Synapsin-1	chemical	https://uts.nlm.nih.gov/uts/umls/concept/C0085252	located in	1618	1636	abstract	DEX and CUMS groups	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1756	1769	abstract	P2Y12 receptor	chemical	http://purl.obolibrary.org/obo/CHEBI_68563	located in	1618	1636	abstract	DEX and CUMS groups	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1756	1769	abstract	P2Y12 receptor	chemical	http://purl.obolibrary.org/obo/CHEBI_68563	located in	1778	1788	abstract	hippocampus	anatomical location	http://purl.obolibrary.org/obo/NCIT_C12444
34970638	expert_5	1778	1788	abstract	hippocampus	anatomical location	http://purl.obolibrary.org/obo/NCIT_C12444	located in	1618	1636	abstract	DEX and CUMS groups	animal	http://purl.obolibrary.org/obo/NCIT_C45247
34970638	expert_5	1853	1869	abstract	neuroinflammation	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C5394393	strike	1878	1882	abstract	brain	anatomical location	http://purl.obolibrary.org/obo/NCIT_C12439
34970638	expert_5	1853	1869	abstract	neuroinflammation	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C5394393	affect	1898	1920	abstract	CUMS-induced depression	DDF	http://purl.obolibrary.org/obo/NCIT_C35041
34970638	expert_5	1931	1941	abstract	pathobionts	microbiome	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/Pathobiont	is linked to	2024	2045	abstract	DEX-induced depression	DDF	http://purl.obolibrary.org/obo/NCIT_C124639
34970638	expert_5	1947	2004	abstract	excessive immunosuppression with damaged neuronal synapses	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C4048329	affect	2024	2045	abstract	DEX-induced depression	DDF	http://purl.obolibrary.org/obo/NCIT_C124639




36931666	expert_2	175	198	title	type 2 diabetes mellitus	DDF	http://purl.obolibrary.org/obo/NCIT_C26747	target	161	168	title	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361
36931666	expert_2	70	93	abstract	type 2 diabetes mellitus	DDF	http://purl.obolibrary.org/obo/NCIT_C26747	affect	29	65	abstract	chronic hyperglycaemia-related damage	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0020456
36931666	expert_2	96	99	abstract	T2DM	DDF	http://purl.obolibrary.org/obo/NCIT_C26747	affect	29	65	abstract	chronic hyperglycaemia-related damage	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0020456
36931666	expert_2	552	555	abstract	T2DM	DDF	http://purl.obolibrary.org/obo/NCIT_C26747	target	538	545	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361
36931666	expert_2	675	682	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361	used by	599	648	abstract	randomised, triple-blind, placebo-controlled trial	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C1096777
36931666	expert_2	689	692	abstract	T2DM	DDF	http://purl.obolibrary.org/obo/NCIT_C26747	target	675	682	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361
36931666	expert_2	1435	1438	abstract	T2DM	DDF	http://purl.obolibrary.org/obo/NCIT_C26747	target	1421	1428	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361


38686220	expert_4	74	109	title	mild to moderate Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845	target	60	67	title	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361
38686220	expert_4	21	34	abstract	gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000020	is linked to	59	77	abstract	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
38686220	expert_4	21	34	abstract	gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000020	is linked to	80	81	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
38686220	expert_4	215	228	abstract	early-stage PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845	target	201	208	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361
38686220	expert_4	1192	1193	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845	target	1178	1185	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361
38686220	expert_4	1833	1846	abstract	early-stage PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845	target	1819	1826	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361
38686220	expert_4	1906	1919	abstract	gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000020	is linked to	2023	2024	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
38686220	expert_4	2023	2024	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845	target	2009	2016	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361


35798742	expert_7	0	21	title	Oral and gut dysbiosis	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C4287543	affect	58	76	title	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
35798742	expert_7	0	21	title	Oral and gut dysbiosis	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C4287543	affect	102	103	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
35798742	expert_7	81	99	abstract	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845	target	474	484	abstract	PD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/ParkinsonDiseasePatients
35798742	expert_7	81	99	abstract	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845	target	584	594	abstract	PD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/ParkinsonDiseasePatients
35798742	expert_7	81	99	abstract	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845	target	862	872	abstract	PD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/ParkinsonDiseasePatients
35798742	expert_7	102	103	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845	target	474	484	abstract	PD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/ParkinsonDiseasePatients
35798742	expert_7	102	103	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845	target	584	594	abstract	PD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/ParkinsonDiseasePatients
35798742	expert_7	102	103	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845	target	862	872	abstract	PD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/ParkinsonDiseasePatients
35798742	expert_7	141	155	abstract	oral microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000015	is linked to	81	99	abstract	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
35798742	expert_7	141	155	abstract	oral microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000015	is linked to	203	204	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
35798742	expert_7	258	280	abstract	oral and gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000015	compared to	316	341	abstract	PD-specific gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000020
35798742	expert_7	258	280	abstract	oral and gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000015	used by	349	378	abstract	shotgun metagenomic sequencing	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C1519305
35798742	expert_7	258	280	abstract	oral and gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000015	is linked to	979	980	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
35798742	expert_7	316	341	abstract	PD-specific gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000020	used by	349	378	abstract	shotgun metagenomic sequencing	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C1519305
35798742	expert_7	316	341	abstract	PD-specific gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000020	is linked to	1046	1047	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
35798742	expert_7	414	436	abstract	oral and gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000015	used by	349	378	abstract	shotgun metagenomic sequencing	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C1519305
35798742	expert_7	414	436	abstract	oral and gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000015	located in	474	484	abstract	PD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/ParkinsonDiseasePatients
35798742	expert_7	414	436	abstract	oral and gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000015	located in	490	505	abstract	healthy controls	human	https://uts.nlm.nih.gov/uts/umls/concept/C0009932
35798742	expert_7	544	561	abstract	Oral Lactobacillus	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_1578	located in	584	594	abstract	PD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/ParkinsonDiseasePatients
35798742	expert_7	651	653	abstract	gut	anatomical location	https://uts.nlm.nih.gov/uts/umls/concept/C0699819	located in	584	594	abstract	PD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/ParkinsonDiseasePatients
35798742	expert_7	742	750	abstract	glutamate	chemical	https://uts.nlm.nih.gov/uts/umls/concept/C0220839	located in	862	872	abstract	PD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/ParkinsonDiseasePatients
35798742	expert_7	756	763	abstract	arginine	chemical	http://purl.obolibrary.org/obo/CHEBI_29016	located in	862	872	abstract	PD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/ParkinsonDiseasePatients
35798742	expert_7	952	974	abstract	oral and gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	81	99	abstract	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
35798742	expert_7	952	974	abstract	oral and gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	979	980	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
35798742	expert_7	952	974	abstract	oral and gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	1046	1047	abstract	PD	DDF	http://purl.obolibrary.org/obo/NCIT_C26845


37655441	expert_4	3	18	abstract	Prevotella copri	bacteria	https://www.ncbi.nlm.nih.gov/mesh/D018720	part of	53	85	abstract	human gastrointestinal microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000016
37655441	expert_4	3	18	abstract	Prevotella copri	bacteria	https://www.ncbi.nlm.nih.gov/mesh/D018720	influence	199	217	abstract	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
37655441	expert_4	3	18	abstract	Prevotella copri	bacteria	https://www.ncbi.nlm.nih.gov/mesh/D018720	influence	223	242	abstract	rheumatoid arthritis	DDF	http://purl.obolibrary.org/obo/NCIT_C2884


36651663	expert_2	289	295	abstract	anxiety	DDF	http://purl.obolibrary.org/obo/NCIT_C26696	target	356	369	abstract	Spanish cohort	human	https://www.ncbi.nlm.nih.gov/mesh/D011153
36651663	expert_2	289	295	abstract	anxiety	DDF	http://purl.obolibrary.org/obo/NCIT_C26696	change abundance	953	983	abstract	Fusicatenibacter saccharivorans	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_1407607
36651663	expert_2	298	307	abstract	depression	DDF	http://purl.obolibrary.org/obo/NCIT_C124639	target	356	369	abstract	Spanish cohort	human	https://www.ncbi.nlm.nih.gov/mesh/D011153
36651663	expert_2	298	307	abstract	depression	DDF	http://purl.obolibrary.org/obo/NCIT_C124639	change abundance	953	983	abstract	Fusicatenibacter saccharivorans	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_1407607
36651663	expert_2	298	307	abstract	depression	DDF	http://purl.obolibrary.org/obo/NCIT_C124639	change abundance	1107	1120	abstract	Proteobacteria	bacteria	https://www.ncbi.nlm.nih.gov/mesh/D020560
36651663	expert_2	298	307	abstract	depression	DDF	http://purl.obolibrary.org/obo/NCIT_C124639	change abundance	1139	1157	abstract	Synergistetes phyla	bacteria	https://uts.nlm.nih.gov/uts/umls/concept/C2309303
36651663	expert_2	313	341	abstract	posttraumatic stress disorder	DDF	http://purl.obolibrary.org/obo/NCIT_C92621	target	356	369	abstract	Spanish cohort	human	https://www.ncbi.nlm.nih.gov/mesh/D011153
36651663	expert_2	313	341	abstract	posttraumatic stress disorder	DDF	http://purl.obolibrary.org/obo/NCIT_C92621	change abundance	953	983	abstract	Fusicatenibacter saccharivorans	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_1407607
36651663	expert_2	313	341	abstract	posttraumatic stress disorder	DDF	http://purl.obolibrary.org/obo/NCIT_C92621	change abundance	1240	1251	abstract	Anaerostipes	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_207244
36651663	expert_2	313	341	abstract	posttraumatic stress disorder	DDF	http://purl.obolibrary.org/obo/NCIT_C92621	change abundance	1330	1351	abstract	Turicibacter sanguinis	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_191303
36651663	expert_2	313	341	abstract	posttraumatic stress disorder	DDF	http://purl.obolibrary.org/obo/NCIT_C92621	change abundance	1377	1389	abstract	Lentisphaerae	bacteria	https://uts.nlm.nih.gov/uts/umls/concept/C1495786
36651663	expert_2	344	347	abstract	PTSD	DDF	http://purl.obolibrary.org/obo/NCIT_C92621	target	356	369	abstract	Spanish cohort	human	https://www.ncbi.nlm.nih.gov/mesh/D011153
36651663	expert_2	344	347	abstract	PTSD	DDF	http://purl.obolibrary.org/obo/NCIT_C92621	change abundance	953	983	abstract	Fusicatenibacter saccharivorans	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_1407607
36651663	expert_2	356	369	abstract	Spanish cohort	human	https://www.ncbi.nlm.nih.gov/mesh/D011153	used by	541	587	abstract	16S ribosomal RNA gene V3-4 amplicon sequencing	biomedical technique	https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/16sRrnaSequencing
36651663	expert_2	476	486	abstract	individuals	human	https://uts.nlm.nih.gov/uts/umls/concept/C0237401	used by	541	587	abstract	16S ribosomal RNA gene V3-4 amplicon sequencing	biomedical technique	https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/16sRrnaSequencing
36651663	expert_2	905	917	abstract	trait anxiety	DDF	http://purl.obolibrary.org/obo/NCIT_C92622	target	888	898	abstract	Individuals	human	https://uts.nlm.nih.gov/uts/umls/concept/C0237401


36816743	expert_4	2210	2223	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	2247	2267	abstract	neurological diseases	DDF	https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/NeurodegenerativeDiseases


31330299	expert_5	4	30	abstract	gastrointestinal microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000016	located in	74	78	abstract	brain	anatomical location	http://purl.obolibrary.org/obo/NCIT_C12439
31330299	expert_5	141	154	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	located in	74	78	abstract	brain	anatomical location	http://purl.obolibrary.org/obo/NCIT_C12439
31330299	expert_5	141	154	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	170	208	abstract	disorders of the central nervous system	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
31330299	expert_5	141	154	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	780	785	abstract	stress	DDF	http://purl.obolibrary.org/obo/NCIT_C35041
31330299	expert_5	141	154	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	788	810	abstract	peripheral inflammation	DDF	http://purl.obolibrary.org/obo/NCIT_C3137
31330299	expert_5	141	154	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	821	842	abstract	traumatic brain injury	DDF	http://purl.obolibrary.org/obo/NCIT_C3671
31330299	expert_5	141	154	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	845	850	abstract	stroke	DDF	http://purl.obolibrary.org/obo/NCIT_C3390
31330299	expert_5	141	154	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	853	870	abstract	multiple sclerosis	DDF	http://purl.obolibrary.org/obo/NCIT_C3243
31330299	expert_5	141	154	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	873	891	abstract	Alzheimer's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C2866
31330299	expert_5	141	154	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	897	915	abstract	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
31330299	expert_5	821	842	abstract	traumatic brain injury	DDF	http://purl.obolibrary.org/obo/NCIT_C3671	strike	465	469	abstract	brain	anatomical location	http://purl.obolibrary.org/obo/NCIT_C12439
31330299	expert_5	940	966	abstract	gastrointestinal microbiota	microbiome	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/IntestinalMicrobiome	is linked to	780	785	abstract	stress	DDF	http://purl.obolibrary.org/obo/NCIT_C35041
31330299	expert_5	940	966	abstract	gastrointestinal microbiota	microbiome	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/IntestinalMicrobiome	is linked to	788	810	abstract	peripheral inflammation	DDF	http://purl.obolibrary.org/obo/NCIT_C3137
31330299	expert_5	940	966	abstract	gastrointestinal microbiota	microbiome	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/IntestinalMicrobiome	is linked to	821	842	abstract	traumatic brain injury	DDF	http://purl.obolibrary.org/obo/NCIT_C3671
31330299	expert_5	940	966	abstract	gastrointestinal microbiota	microbiome	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/IntestinalMicrobiome	is linked to	845	850	abstract	stroke	DDF	http://purl.obolibrary.org/obo/NCIT_C3390
31330299	expert_5	940	966	abstract	gastrointestinal microbiota	microbiome	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/IntestinalMicrobiome	is linked to	853	870	abstract	multiple sclerosis	DDF	http://purl.obolibrary.org/obo/NCIT_C3243
31330299	expert_5	940	966	abstract	gastrointestinal microbiota	microbiome	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/IntestinalMicrobiome	is linked to	873	891	abstract	Alzheimer's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C2866
31330299	expert_5	940	966	abstract	gastrointestinal microbiota	microbiome	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/IntestinalMicrobiome	is linked to	897	915	abstract	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
31330299	expert_5	940	966	abstract	gastrointestinal microbiota	microbiome	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/IntestinalMicrobiome	is linked to	991	1006	abstract	mental illnesses	DDF	http://purl.obolibrary.org/obo/OMIT_0002893
31330299	expert_5	1088	1101	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463	is linked to	991	1006	abstract	mental illnesses	DDF	http://purl.obolibrary.org/obo/OMIT_0002893


32188376	expert_6	0	15	abstract	Bipolar disorder	DDF	http://purl.obolibrary.org/obo/NCIT_C34423	affect	70	79	abstract	disability	DDF	http://purl.obolibrary.org/obo/NCIT_C21007
32188376	expert_6	0	15	abstract	Bipolar disorder	DDF	http://purl.obolibrary.org/obo/NCIT_C34423	affect	82	90	abstract	morbidity	DDF	http://purl.obolibrary.org/obo/NCIT_C16877
32188376	expert_6	0	15	abstract	Bipolar disorder	DDF	http://purl.obolibrary.org/obo/NCIT_C34423	affect	97	119	abstract	reduced life expectancy	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C2058073
