pmid|annotator|start_idx|end_idx|location|text_span|label|uri
37881577|expert_6|41|63|title|Inflammatory Gut Milieu|DDF|http://purl.obolibrary.org/obo/OMIT_0009938
37881577|expert_6|0|28|abstract|Posttraumatic stress disorder|DDF|http://purl.obolibrary.org/obo/NCIT_C92621
37881577|expert_6|31|34|abstract|PTSD|DDF|http://purl.obolibrary.org/obo/NCIT_C92621
37881577|expert_6|133|140|abstract|Patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
37881577|expert_6|147|150|abstract|PTSD|DDF|http://purl.obolibrary.org/obo/NCIT_C92621
37881577|expert_6|236|239|abstract|PTSD|DDF|http://purl.obolibrary.org/obo/NCIT_C92621
37881577|expert_6|334|337|abstract|PTSD|DDF|http://purl.obolibrary.org/obo/NCIT_C92621
37881577|expert_6|375|398|abstract|dysbiotic gut microbiota|microbiome|http://purl.obolibrary.org/obo/OHMI_0000463
37881577|expert_6|495|524|abstract|gut dysbiosis and inflammation|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C4287543
37881577|expert_6|537|547|abstract|mouse model|animal|http://purl.obolibrary.org/obo/NCIT_C45247
37881577|expert_6|552|580|abstract|repeated social defeat stress|biomedical technique|https://uts.nlm.nih.gov/uts/umls/concept/C4050347
37881577|expert_6|583|586|abstract|RSDS|biomedical technique|https://uts.nlm.nih.gov/uts/umls/concept/C4050347
37881577|expert_6|613|616|abstract|PTSD|DDF|http://purl.obolibrary.org/obo/NCIT_C92621
37881577|expert_6|639|677|abstract|metagenomics analysis of the microbiome|biomedical technique|https://uts.nlm.nih.gov/uts/umls/concept/C5906995
37881577|expert_6|680|701|abstract|gut permeability assay|biomedical technique|https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/GutPermeabilityAssay
37881577|expert_6|707|717|abstract|mouse colon|anatomical location|http://purl.obolibrary.org/obo/NCIT_C22528
37881577|expert_6|729|742|abstract|Ussing chamber|biomedical technique|https://uts.nlm.nih.gov/uts/umls/concept/C0012223
37881577|expert_6|746|759|abstract|immunoblotting|biomedical technique|http://purl.obolibrary.org/obo/OMIT_0015957
37881577|expert_6|766|793|abstract|immunohistochemical analyses|biomedical technique|https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/ImmunohistochemicalAnalyses
37881577|expert_6|896|915|abstract|mechanistic analysis|biomedical technique|https://uts.nlm.nih.gov/uts/umls/concept/C0936012
37881577|expert_6|922|930|abstract|RSDS mice|animal|http://purl.obolibrary.org/obo/NCIT_C45247
37881577|expert_6|988|1007|abstract|microbiota dysbiosis|DDF|http://purl.obolibrary.org/obo/OMIT_0028544
37881577|expert_6|1014|1022|abstract|RSDS mice|animal|http://purl.obolibrary.org/obo/NCIT_C45247
37881577|expert_6|1051|1088|abstract|dysregulation of gut barrier functions|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C5394401
37881577|expert_6|1101|1137|abstract|transepithelial electrical resistance|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0162535
37881577|expert_6|1140|1156|abstract|mucin homeostasis|DDF|http://purl.obolibrary.org/obo/OMIT_0007851
37881577|expert_6|1163|1185|abstract|antimicrobial responses|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C1155230
37881577|expert_6|1188|1196|abstract|RSDS mice|animal|http://purl.obolibrary.org/obo/NCIT_C45247
37881577|expert_6|1258|1266|abstract|claudin-2|chemical|http://purl.obolibrary.org/obo/NCIT_C201780
37881577|expert_6|1299|1309|abstract|epinephrine|chemical|http://purl.obolibrary.org/obo/CHEBI_89878
37881577|expert_6|1422|1435|abstract|norepinephrine|chemical|http://purl.obolibrary.org/obo/CHEBI_90022
37881577|expert_6|1571|1586|abstract|Traumatic stress|DDF|http://purl.obolibrary.org/obo/OMIT_0023016
37881577|expert_6|1596|1633|abstract|dysregulation of gut barrier functions|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C5394401
37881577|expert_6|1668|1681|abstract|gut microbiota|microbiome|http://purl.obolibrary.org/obo/OHMI_0000463
37881577|expert_6|1695|1720|abstract|proinflammatory gut milieu|DDF|http://purl.obolibrary.org/obo/OMIT_0009938
37881577|expert_6|1837|1840|abstract|PTSD|DDF|http://purl.obolibrary.org/obo/NCIT_C92621
36984505|expert_5|26|80|title|<i>Helicobacter pylori</i>-Related Hyperhomocysteinemia|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0850666
36984505|expert_5|85|101|title|Neurodegeneration|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C1395088
36984505|expert_5|0|35|abstract|<i>Helicobacter pylori</i> infection|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0850666
36984505|expert_5|98|115|abstract|world's population|human|https://www.ncbi.nlm.nih.gov/mesh/D011153
36984505|expert_5|143|181|abstract|substantiated local gastric pathologies|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0038354
36984505|expert_5|190|202|abstract|peptic ulcers|DDF|http://purl.obolibrary.org/obo/NCIT_C3318
36984505|expert_5|208|221|abstract|gastric cancer|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0024623
36984505|expert_5|258|284|abstract|neurodegenerative disorders|DDF|http://purl.obolibrary.org/obo/NCIT_C39737
36984505|expert_5|306|357|abstract|hyperhomocysteinemia-related brain cortical thinning|DDF|http://purl.obolibrary.org/obo/NCIT_C84770
36984505|expert_5|360|362|abstract|BCT|DDF|http://purl.obolibrary.org/obo/NCIT_C84770
36984505|expert_5|366|368|abstract|BCT|DDF|http://purl.obolibrary.org/obo/NCIT_C84770
36984505|expert_5|429|478|abstract|neurodegenerative central nervous system disorders|DDF|http://purl.obolibrary.org/obo/NCIT_C26835
36984505|expert_5|488|506|abstract|Alzheimer's disease|DDF|http://purl.obolibrary.org/obo/NCIT_C2866
36984505|expert_5|509|527|abstract|Parkinson's disease|DDF|http://purl.obolibrary.org/obo/NCIT_C26845
36984505|expert_5|530|547|abstract|multiple sclerosis|DDF|http://purl.obolibrary.org/obo/NCIT_C3243
36984505|expert_5|557|564|abstract|glaucoma|DDF|http://purl.obolibrary.org/obo/NCIT_C26782
36984505|expert_5|578|603|abstract|ocular Alzheimer's disease|DDF|http://purl.obolibrary.org/obo/NCIT_C2866
36984505|expert_5|660|676|abstract|neurodegeneration|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C1395088
36984505|expert_5|682|700|abstract|Helicobacter pylori|bacteria|http://purl.obolibrary.org/obo/NCBITaxon_209
36984505|expert_5|709|736|abstract|non-commensal gut microbiome|microbiome|http://purl.obolibrary.org/obo/OHMI_0000020
36984505|expert_5|787|812|abstract|neurodegenerative diseases|DDF|https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/NeurodegenerativeDiseases
36984505|expert_5|842|860|abstract|Alzheimer's disease|DDF|http://purl.obolibrary.org/obo/NCIT_C2866
36984505|expert_5|877|933|abstract|<i>Helicobacter pylori</i>-related inflammatory mediators|chemical|http://purl.obolibrary.org/obo/NCIT_C61426
36984505|expert_5|936|944|abstract|defensins|chemical|http://purl.obolibrary.org/obo/NCIT_C1063
36984505|expert_5|958|966|abstract|vitamin D|chemical|http://purl.obolibrary.org/obo/CHEBI_27300
36984505|expert_5|994|1003|abstract|probiotics|dietary supplement|https://uts.nlm.nih.gov/uts/umls/concept/C0525033
36984505|expert_5|1164|1218|abstract|<i>Helicobacter pylori</i>-related hyperhomocysteinemia|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0850666
36984505|expert_5|1223|1249|abstract|neurodegenerative disorders|DDF|http://purl.obolibrary.org/obo/NCIT_C39737
32979562|expert_3|0|19|title|Shotgun metagenomics|biomedical technique|https://uts.nlm.nih.gov/uts/umls/concept/C1519305
32979562|expert_3|82|95|title|gut microbiota|microbiome|http://purl.obolibrary.org/obo/OHMI_0000463
32979562|expert_3|100|115|title|bipolar disorder|DDF|http://purl.obolibrary.org/obo/NCIT_C34423
32979562|expert_3|130|162|title|major depressive episode patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
32979562|expert_3|46|65|abstract|microbial tryptophan|chemical|http://purl.obolibrary.org/obo/CHEBI_27897
32979562|expert_3|138|153|abstract|bipolar disorder|DDF|http://purl.obolibrary.org/obo/NCIT_C34423
32979562|expert_3|168|191|abstract|major depressive episode|DDF|http://purl.obolibrary.org/obo/OMIT_0005141
32979562|expert_3|194|196|abstract|BPD|DDF|http://purl.obolibrary.org/obo/OMIT_0005141
32979562|expert_3|213|243|abstract|shotgun metagenomics sequencing|biomedical technique|https://uts.nlm.nih.gov/uts/umls/concept/C1519305
32979562|expert_3|246|248|abstract|SMS|biomedical technique|https://uts.nlm.nih.gov/uts/umls/concept/C1519305
32979562|expert_3|277|279|abstract|BPD|DDF|http://purl.obolibrary.org/obo/OMIT_0005141
32979562|expert_3|281|288|abstract|patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
32979562|expert_3|297|312|abstract|healthy controls|human|https://uts.nlm.nih.gov/uts/umls/concept/C0009932
32979562|expert_3|315|317|abstract|HCs|human|https://uts.nlm.nih.gov/uts/umls/concept/C1300203
32979562|expert_3|421|434|abstract|Random Forests|statistical technique|https://uts.nlm.nih.gov/uts/umls/concept/C5690776
32979562|expert_3|437|438|abstract|RF|statistical technique|https://uts.nlm.nih.gov/uts/umls/concept/C5690776
32979562|expert_3|445|460|abstract|Boruta algorithm|statistical technique|https://w3id.org/XXXX/ontology/gutbrain/resource/statisticaltechnique/RankingAlgorithm
32979562|expert_3|499|501|abstract|BPD|DDF|http://purl.obolibrary.org/obo/OMIT_0005141
32979562|expert_3|516|518|abstract|HCs|human|https://uts.nlm.nih.gov/uts/umls/concept/C1300203
32979562|expert_3|532|544|abstract|Bacteroidetes|bacteria|https://www.ncbi.nlm.nih.gov/mesh/D001439
32979562|expert_3|603|616|abstract|Actinobacteria|bacteria|http://purl.obolibrary.org/obo/NCBITaxon_2013654
32979562|expert_3|622|631|abstract|Firmicutes|bacteria|https://www.ncbi.nlm.nih.gov/mesh/D000068536
32979562|expert_3|665|667|abstract|BPD|DDF|http://purl.obolibrary.org/obo/OMIT_0005141
32979562|expert_3|764|766|abstract|BPD|DDF|http://purl.obolibrary.org/obo/OMIT_0005141
32979562|expert_3|880|885|abstract|K00658|gene|https://uts.nlm.nih.gov/uts/umls/concept/C0058089
32979562|expert_3|891|896|abstract|K00837|gene|https://uts.nlm.nih.gov/uts/umls/concept/C0052397
32979562|expert_3|931|933|abstract|BPD|DDF|http://purl.obolibrary.org/obo/OMIT_0005141
32979562|expert_3|950|955|abstract|K01696|gene|https://uts.nlm.nih.gov/uts/umls/concept/C0041258
32979562|expert_3|958|963|abstract|K00382|gene|https://uts.nlm.nih.gov/uts/umls/concept/C0023783
32979562|expert_3|966|971|abstract|K00626|gene|http://purl.obolibrary.org/obo/NCIT_C61062
32979562|expert_3|974|979|abstract|K01667|gene|https://uts.nlm.nih.gov/uts/umls/concept/C0041260
32979562|expert_3|986|991|abstract|K03781|gene|http://purl.obolibrary.org/obo/NCIT_C61062
32979562|expert_3|1027|1029|abstract|BPD|DDF|http://purl.obolibrary.org/obo/OMIT_0005141
32979562|expert_3|1138|1139|abstract|RF|statistical technique|https://uts.nlm.nih.gov/uts/umls/concept/C5690776
32979562|expert_3|1165|1178|abstract|gut microbiota|microbiome|http://purl.obolibrary.org/obo/OHMI_0000463
32979562|expert_3|1361|1377|abstract|bipolar disorders|DDF|http://purl.obolibrary.org/obo/NCIT_C34423
32979562|expert_3|1407|1443|abstract|tryptophan concentration measurements|biomedical technique|http://purl.obolibrary.org/obo/NCIT_C154739
32979562|expert_3|1511|1537|abstract|gastrointestinal microbiome|microbiome|http://purl.obolibrary.org/obo/OHMI_0000016
32979562|expert_3|1554|1556|abstract|BPD|DDF|http://purl.obolibrary.org/obo/OMIT_0005141
32979562|expert_3|1574|1581|abstract|microbes|bacteria|https://www.ncbi.nlm.nih.gov/mesh/D000083822
32979562|expert_3|1639|1641|abstract|BPD|DDF|http://purl.obolibrary.org/obo/OMIT_0005141
32979562|expert_3|1657|1659|abstract|HCs|human|https://uts.nlm.nih.gov/uts/umls/concept/C1300203
34961418|expert_2|11|19|title|Berberine|dietary supplement|http://purl.obolibrary.org/obo/NCIT_C83551
34961418|expert_2|24|37|title|Gut Microbiota|microbiome|http://purl.obolibrary.org/obo/OHMI_0000463
34961418|expert_2|42|49|title|Patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
34961418|expert_2|56|79|title|Mild Metabolic Disorders|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
34961418|expert_2|92|101|title|Olanzapine|drug|http://purl.obolibrary.org/obo/CHEBI_7735
34961418|expert_2|0|31|abstract|Secondary metabolic disturbances|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0746556
34961418|expert_2|36|43|abstract|patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
34961418|expert_2|50|62|abstract|schizophrenia|DDF|http://purl.obolibrary.org/obo/NCIT_C3362
34961418|expert_2|67|82|abstract|bipolar disorder|DDF|http://purl.obolibrary.org/obo/NCIT_C34423
34961418|expert_2|105|114|abstract|olanzapine|drug|http://purl.obolibrary.org/obo/CHEBI_7735
34961418|expert_2|144|167|abstract|mild metabolic disorders|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
34961418|expert_2|184|201|abstract|metabolic syndrome|DDF|http://purl.obolibrary.org/obo/NCIT_C84442
34961418|expert_2|250|258|abstract|berberine|dietary supplement|http://purl.obolibrary.org/obo/NCIT_C83551
34961418|expert_2|263|278|abstract|intestinal flora|microbiome|http://purl.obolibrary.org/obo/NCIT_C93019
34961418|expert_2|283|290|abstract|patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
34961418|expert_2|297|320|abstract|mild metabolic disorders|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
34961418|expert_2|333|342|abstract|olanzapine|drug|http://purl.obolibrary.org/obo/CHEBI_7735
34961418|expert_2|360|367|abstract|patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
34961418|expert_2|374|386|abstract|schizophrenia|DDF|http://purl.obolibrary.org/obo/NCIT_C3362
34961418|expert_2|389|404|abstract|bipolar disorder|DDF|http://purl.obolibrary.org/obo/NCIT_C34423
34961418|expert_2|410|434|abstract|schizoaffective psychosis|DDF|http://purl.obolibrary.org/obo/NCIT_C78576
34961418|expert_2|463|472|abstract|olanzapine|drug|http://purl.obolibrary.org/obo/CHEBI_7735
34961418|expert_2|562|570|abstract|berberine|dietary supplement|http://purl.obolibrary.org/obo/NCIT_C83551
34961418|expert_2|575|589|abstract|placebo tablets|drug|https://uts.nlm.nih.gov/uts/umls/concept/C1249327
34961418|expert_2|631|646|abstract|intestinal flora|microbiome|http://purl.obolibrary.org/obo/NCIT_C93019
34961418|expert_2|771|773|abstract|FPG|biomedical technique|https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/FpgTechnique
34961418|expert_2|776|778|abstract|FPI|biomedical technique|https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/FpiTechnique
34961418|expert_2|781|787|abstract|HOMA-IR|biomedical technique|https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/HomeostasisModelAssessmentInsulinResistance
34961418|expert_2|790|793|abstract|HbA1|gene|http://purl.obolibrary.org/obo/NCIT_C75429
34961418|expert_2|840|847|abstract|patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
34961418|expert_2|862|870|abstract|berberine|dietary supplement|http://purl.obolibrary.org/obo/NCIT_C83551
34961418|expert_2|884|890|abstract|placebo|drug|https://uts.nlm.nih.gov/uts/umls/concept/C1249327
34961418|expert_2|966|975|abstract|firmicutes|bacteria|https://www.ncbi.nlm.nih.gov/mesh/D000068536
34961418|expert_2|981|988|abstract|coliform|bacteria|http://purl.obolibrary.org/obo/NCBITaxon_464824
34961418|expert_2|1036|1046|abstract|bacteroides|bacteria|https://www.ncbi.nlm.nih.gov/mesh/D001439
34961418|expert_2|1072|1079|abstract|patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
34961418|expert_2|1094|1102|abstract|berberine|dietary supplement|http://purl.obolibrary.org/obo/NCIT_C83551
34961418|expert_2|1116|1122|abstract|placebo|drug|https://uts.nlm.nih.gov/uts/umls/concept/C1249327
34961418|expert_2|1184|1191|abstract|patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
34961418|expert_2|1206|1214|abstract|berberine|dietary supplement|http://purl.obolibrary.org/obo/NCIT_C83551
34961418|expert_2|1234|1243|abstract|firmicutes|bacteria|https://www.ncbi.nlm.nih.gov/mesh/D000068536
34961418|expert_2|1295|1305|abstract|bacteroides|bacteria|https://www.ncbi.nlm.nih.gov/mesh/D001439
34961418|expert_2|1343|1350|abstract|patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
34961418|expert_2|1365|1371|abstract|placebo|drug|https://uts.nlm.nih.gov/uts/umls/concept/C1249327
34961418|expert_2|1391|1400|abstract|firmicutes|bacteria|https://www.ncbi.nlm.nih.gov/mesh/D000068536
34961418|expert_2|1517|1525|abstract|berberine|dietary supplement|http://purl.obolibrary.org/obo/NCIT_C83551
34961418|expert_2|1540|1555|abstract|intestinal flora|microbiome|http://purl.obolibrary.org/obo/NCIT_C93019
34961418|expert_2|1575|1582|abstract|patients|human|https://www.ncbi.nlm.nih.gov/mesh/68010361
34961418|expert_2|1589|1601|abstract|schizophrenia|DDF|http://purl.obolibrary.org/obo/NCIT_C3362
34961418|expert_2|1606|1621|abstract|bipolar disorder|DDF|http://purl.obolibrary.org/obo/NCIT_C34423
34961418|expert_2|1627|1653|abstract|mild metabolic disturbances|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0746556
34961418|expert_2|1666|1675|abstract|olanzapine|drug|http://purl.obolibrary.org/obo/CHEBI_7735
25034760|expert_1|0|18|title|Autoimmune diseases|DDF|http://purl.obolibrary.org/obo/NCIT_C2889
25034760|expert_1|21|46|title|gastrointestinal disorders|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0017178
25034760|expert_1|70|82|title|schizophrenia|DDF|http://purl.obolibrary.org/obo/NCIT_C3362
25034760|expert_1|0|11|abstract|Autoimmunity|DDF|http://purl.obolibrary.org/obo/OMIT_0016272
25034760|expert_1|14|44|abstract|gastrointestinal (GI) disorders|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
25034760|expert_1|50|62|abstract|schizophrenia|DDF|http://purl.obolibrary.org/obo/NCIT_C3362
25034760|expert_1|214|226|abstract|schizophrenia|DDF|http://purl.obolibrary.org/obo/NCIT_C3362
25034760|expert_1|282|294|abstract|schizophrenia|DDF|http://purl.obolibrary.org/obo/NCIT_C3362
25034760|expert_1|301|320|abstract|autoimmune disorders|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
25034760|expert_1|332|358|abstract|enteropathic celiac disease|DDF|http://purl.obolibrary.org/obo/NCIT_C26714
25034760|expert_1|373|384|abstract|wheat gluten|chemical|http://purl.obolibrary.org/obo/NCIT_C84242
25034760|expert_1|390|407|abstract|bovine milk casein|chemical|https://uts.nlm.nih.gov/uts/umls/concept/C5873086
25034760|expert_1|428|456|abstract|non-celiac food sensitivities|DDF|http://purl.obolibrary.org/obo/NCIT_C26714
25034760|expert_1|473|483|abstract|individuals|human|https://uts.nlm.nih.gov/uts/umls/concept/C0237401
25034760|expert_1|486|510|abstract|Co-morbid GI inflammation|DDF|http://purl.obolibrary.org/obo/NCIT_C3137
25034760|expert_1|524|539|abstract|humoral immunity|DDF|http://purl.obolibrary.org/obo/NCIT_C16712
25034760|expert_1|544|556|abstract|food antigens|chemical|http://purl.obolibrary.org/obo/CHEBI_59132
25034760|expert_1|593|605|abstract|schizophrenia|DDF|http://purl.obolibrary.org/obo/NCIT_C3362
25034760|expert_1|642|681|abstract|antipsychotic-generated motility effects|DDF|https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/AntipsychoticGeneratedMotilityEffects
25034760|expert_1|689|700|abstract|inflammation|DDF|http://purl.obolibrary.org/obo/NCIT_C3137
25034760|expert_1|780|791|abstract|gut bacteria|bacteria|http://purl.obolibrary.org/obo/NCBITaxon_2
25034760|expert_1|798|817|abstract|systemic circulation|anatomical location|https://uts.nlm.nih.gov/uts/umls/concept/C0678860
25034760|expert_1|820|828|abstract|Infection|DDF|http://purl.obolibrary.org/obo/OMIT_0008366
25034760|expert_1|863|879|abstract|Toxoplasma gondii|bacteria|https://uts.nlm.nih.gov/uts/umls/concept/C0040557
25034760|expert_1|990|1003|abstract|complement C1q|chemical|http://purl.obolibrary.org/obo/NCIT_C186029
25034760|expert_1|1030|1037|abstract|synapses|anatomical location|http://purl.obolibrary.org/obo/NCIT_C13281
25034760|expert_1|1046|1050|abstract|brain|anatomical location|http://purl.obolibrary.org/obo/NCIT_C12439
25034760|expert_1|1195|1208|abstract|gut microbiota|microbiome|http://purl.obolibrary.org/obo/OHMI_0000463
25034760|expert_1|1235|1246|abstract|inflammation|DDF|http://purl.obolibrary.org/obo/NCIT_C3137
25034760|expert_1|1345|1372|abstract|inefficient gluten digestion|DDF|http://purl.obolibrary.org/obo/NCIT_C16503
25034760|expert_1|1442|1454|abstract|schizophrenia|DDF|http://purl.obolibrary.org/obo/NCIT_C3362
25034760|expert_1|1457|1470|abstract|Gut microbiome|microbiome|http://purl.obolibrary.org/obo/OHMI_0000020
25034760|expert_1|1484|1496|abstract|schizophrenia|DDF|http://purl.obolibrary.org/obo/NCIT_C3362
25034760|expert_1|1680|1691|abstract|autoimmunity|DDF|http://purl.obolibrary.org/obo/OMIT_0016272
25034760|expert_1|1710|1722|abstract|schizophrenia|DDF|http://purl.obolibrary.org/obo/NCIT_C3362
25034760|expert_1|1805|1809|abstract|brain|anatomical location|http://purl.obolibrary.org/obo/NCIT_C12439
25034760|expert_1|1876|1900|abstract|polygenic brain disorders|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|101|124|title|Autism Spectrum Disorder|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|21|46|abstract|maternal immune activation|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C4049273
33067915|expert_4|49|51|abstract|MIA|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C4049273
33067915|expert_4|114|137|abstract|autism spectrum disorder|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|140|142|abstract|ASD|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|308|330|abstract|maternal gut microbiota|microbiome|http://purl.obolibrary.org/obo/OHMI_0000463
33067915|expert_4|356|358|abstract|MIA|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C4049273
33067915|expert_4|398|406|abstract|offspring|human|https://uts.nlm.nih.gov/uts/umls/concept/C0680063
33067915|expert_4|518|520|abstract|MIA|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C4049273
33067915|expert_4|545|547|abstract|ASD|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|694|698|abstract|fever|DDF|http://purl.obolibrary.org/obo/NCIT_C3038
33067915|expert_4|703|725|abstract|genitourinary infection|DDF|http://purl.obolibrary.org/obo/NCIT_C35719
33067915|expert_4|761|763|abstract|ASD|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|854|856|abstract|flu|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0021400
33067915|expert_4|957|959|abstract|ASD|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|968|972|abstract|child|human|https://www.ncbi.nlm.nih.gov/mesh/D002648
33067915|expert_4|981|985|abstract|women|human|https://uts.nlm.nih.gov/uts/umls/concept/C0043210
33067915|expert_4|1003|1012|abstract|antibiotic|drug|http://purl.obolibrary.org/obo/NCIT_C258
33067915|expert_4|1032|1034|abstract|flu|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0021400
33067915|expert_4|1077|1079|abstract|ASD|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|1135|1139|abstract|women|human|https://uts.nlm.nih.gov/uts/umls/concept/C0043210
33067915|expert_4|1168|1177|abstract|antibiotic|drug|http://purl.obolibrary.org/obo/NCIT_C258
33067915|expert_4|1210|1212|abstract|flu|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0021400
33067915|expert_4|1286|1288|abstract|ASD|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|1568|1570|abstract|MIA|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C4049273
33067915|expert_4|1598|1602|abstract|child|human|https://www.ncbi.nlm.nih.gov/mesh/D002648
33067915|expert_4|1728|1732|abstract|child|human|https://www.ncbi.nlm.nih.gov/mesh/D002648
33067915|expert_4|1745|1768|abstract|autism spectrum disorder|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|1771|1773|abstract|ASD|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|1791|1795|abstract|women|human|https://uts.nlm.nih.gov/uts/umls/concept/C0043210
33067915|expert_4|1824|1833|abstract|antibiotic|drug|http://purl.obolibrary.org/obo/NCIT_C258
33067915|expert_4|1882|1889|abstract|children|human|https://uts.nlm.nih.gov/uts/umls/concept/C0680063
33067915|expert_4|1896|1898|abstract|ASD|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|1916|1918|abstract|ASD|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|1935|1937|abstract|flu|DDF|https://uts.nlm.nih.gov/uts/umls/concept/C0021400
33067915|expert_4|1989|1991|abstract|ASD|DDF|http://purl.obolibrary.org/obo/OGMS_0000045
33067915|expert_4|2009|2013|abstract|women|human|https://uts.nlm.nih.gov/uts/umls/concept/C0043210
33067915|expert_4|2035|2044|abstract|antibiotic|drug|http://purl.obolibrary.org/obo/NCIT_C258
33271210|expert_2|56|80|title|probiotic supplementation|dietary supplement|https://uts.nlm.nih.gov/uts/umls/concept/C0525033
33271210|expert_2|85|92|title|children|human|https://uts.nlm.nih.gov/uts/umls/concept/C0680063
33271210|expert_2|98|108|title|adolescents|human|https://www.ncbi.nlm.nih.gov/mesh/D000293
33271210|expert_2|115|140|title|neuropsychiatric disorders|DDF|https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/NeuropsychiatricDisorders
33271210|expert_2|107|131|abstract|probiotic supplementation|dietary supplement|https://uts.nlm.nih.gov/uts/umls/concept/C0525033
33271210|expert_2|232|239|abstract|children|human|https://uts.nlm.nih.gov/uts/umls/concept/C0680063
33271210|expert_2|245|255|abstract|adolescents|human|https://www.ncbi.nlm.nih.gov/mesh/D000293
33271210|expert_2|262|282|abstract|psychiatric disorders|DDF|http://purl.obolibrary.org/obo/NCIT_C2893
33271210|expert_2|347|360|abstract|gut microbiota|microbiome|http://purl.obolibrary.org/obo/OHMI_0000463
33271210|expert_2|387|411|abstract|probiotic supplementation|dietary supplement|https://uts.nlm.nih.gov/uts/umls/concept/C0525033
33271210|expert_2|416|436|abstract|psychiatric disorders|DDF|http://purl.obolibrary.org/obo/NCIT_C2893
33271210|expert_2|445|464|abstract|pediatric population|human|https://uts.nlm.nih.gov/uts/umls/concept/C5547365
33271210|expert_2|525|538|abstract|gut microbiota|microbiome|http://purl.obolibrary.org/obo/OHMI_0000463
33271210|expert_2|543|590|abstract|child and adolescent population (0-18 years old)|human|https://www.ncbi.nlm.nih.gov/mesh/D011153
33271210|expert_2|597|619|abstract|mental health disorders|DDF|http://purl.obolibrary.org/obo/OMIT_0002893
33271210|expert_2|933|953|abstract|psychiatric disorders|DDF|http://purl.obolibrary.org/obo/NCIT_C2893
